,Address,FNAME,SNAME,Marital_Status,Postcode,Sex,Resident_Year_Of_Birth,Resident_Age,DOB,Resident_ID
1035,"Studio 93
Skinner path, Gardnermouth",Anthony, Hutchinson,DivorcedG,G0K 8JX,Female,2003,19,01-11-2003,c1718155794688855340
1036,"948 smith cUrVe, west luKe",Alan,Van-Howarth,D.ivorced,WV7Y 2GD, ,1978,44,28-02-1978,c3887474643851230707
1037,"Flat 15
Steven pike, Lake Peterhaven",Mrs Allan,knighT,Civil partnership,LU1 0YF,-7,1997,25,30-05-1997,c4959448683852133328
1038,"191 George views, West Bernard",Mr Shaun,Morris,Civil partnership,CV4P 2DD, ,1963,59,23-08-1963,c4730142694895931994
1039,"22 Moore drives, Ronaldside",Mrs Pame7la  ,Rogers  ,Single3,M02 4LE  ,Female,1971,-9,-7,c6904264761442416969
1040,"Studio 03Y
Allan points, New Douglas",Sian,Thompson,cIvil partNership,HS4V 7WP,F,1934,88,-7,c3670306483977977287
1041,"Flat 12
Ian meadow, Lake Derekshire",Mrs David,Allen,Divorced,G1A 0YL,NAN,1972,50,22-11-2020,c4735763658362060952
1042,"Studio 74b
Farrell drive, Morganbury",Jessica,BishHop,Single,ZE8 3JH,-7,2020,2,25-07-2020,c9911619194359306986
1043,"Studio 31P
Parker mill, West Shanetown",-9,Phillips,"Civil pa,rtnership",  G1 2QY,F,1969,53,06-12-1969,c2585250289792057852
1044,"Studio 57m
Lauren knoll, Frankchester   ",Kerry   ,Parker   ,Divorced,CV4 5LL   ,Male,1943,79,24-04-1943,c9740199317691921090
1045,"Flat 89W
Carolyn camp, Lake Paigeberg",Mrs Iain,Lloyd,divorced,DA2H 5BS,2,1978,44,29-08-1978,c5243644870419117325
1046,"Studio 50z
Fletcher points, East Eric",Thomas,Mills,marRied,RM51 8XW,Female,1980,42,07-03-1980,c9466472546042329662
1047," Studio 0
Jordan trail, Stanle2yport", Mr Donna,Skinner,Single, B48 6XG,F,2015,7,20-10-1951,c4573287099269101247
1048,-9,Ross,Marsh,-9,WV1 3WR,Female,1962,60,07-03-1962,c8143176852962876520
1049,"70 Taylor motorway, Katyshire",Joe,Walsh,MarriedZ,B5C 0RT,Male,2000,22,25-12-2000,c7261726242125331123
1050,"179 Douglas falls, Craigside",Alison,Jackson,D9ivorced,L2B 3QZ,2,1935,87,01-08-1935,c1482986628534439003
1051,"Flat 88
Josh mountain, South Kelly",Mrs Jake,Bennett,Civil partnership,N52 0QG,2,1984,38,04-09-1984,c6818901612466980524
1052,"1 Richards way, Port James",Joanna,Brown,married,kw1 8st,M,2004,18,10-12-2004,c4086595455689543106
1053,-9,Mrs Hannah,Ford,Married,N03 5SR,Female,1986,36,17-02-1986,c4040860536890694004
1054,"Studio 0
Francis shore, West Lukeview",Mr Marcus,George,Single,TW6 7QE,M,2022,0,03-01-2022,c6146302309226089123
1055,"Studio 1
Palmer trace, New Neilborough",Justin,Holmes,dIVorced,W15 6AS,M,1956,66,23-08-1963,c4565425481159951562
1056,"6 chaRloTte Gardens, jonEsburgh",-9,Bryant, ,dl5x 1yp,Male,1946,76,21-09-1946,c3324250879487499070
1057,"Flat 53
LeslIe field, east debra",philip,Shaw,Single,DN27 8YD,M,2011,11,22-12-2011,c8854312435103472591
1058,"Flat 35
Wood view, New Rhys",Mrs Bryan,Bishop,Married,G6T 0FB,Female,1981,41,30-09-1981,c9895112478129952098
1059,"Flat 3
Holmes way, North Lucy",Howard,Bolton, ,SS6P 2JP,M,-9,52,24-04-1970,c6558933813843071804
1060,"Flat 14e
Jones greens, West Gemma",Mrs Heather,COatEs,Single,s0j 0bN,F,2011,11,10-04-2011,c2386949152420610455
1061,"Flat 0
Henry river, Aimeechester",Glen,Campbell,Single,HG24 9GE,Male,2010,12,28-11-2010,c1751723113361127160
1062,-9,Mrs Pamela  ,Rogers  ,Single,WV9Y 6RQ,Female,1971,51,02-01-1971,c7120741351818422971
1063,"3 Faulkner alley, Lake Garry",Jake,Dawson,Single,L2 5NU,Female,2018,4,14-08-2018,c9455493599322482296
1064,"69 Neil hill, Turnerbury",Samuel,Van-Morton,Single,LL23 5XT,Female,2005,17,13-07-2005,c3861382685262994156
1065,"629 Wall view, South Kathleenview",Mr Paige,Smith,NAN,W52 1QP,M,1945,77,31-07-1945,c7051036735792149854
1066,"729 Nicholas locks, East Elizabeth",Mr JulieK,Moore,Married,b8 0rl, ,1951,71,20-10-1951,c7107118918643455277
1067,-9,Sharon,armStrong,NAN,IV65 3SP,-7,1950,72,15-02-1950,c2189369096980356036
1068,"Flat 74
Dorothy fort, Hussainstad",Teresa,Van-Morton,Single,S05 0ED,Male,1955,67,04-09-1955,c7537839829442666274
1069,"802 Kieran forges, Port Peterborough",Paige,Marshall,Single,S5W 3PF,1,1980,42,21-05-1980,c1781394983421798802
1070,"199 Megan fall, North Charlotteton",Mr Ryan,Van-King, ,"L7 4,AW",M,1972,50,-7,c6155146184683209263
1071,"059 Thomas drive, Liamberg",chLoe,Butler,Divorced,L8T 0YY, ,1975,47,18-02-1975,c6935177722701418012
1072,"Flat 0
Johnson bridge, Murphyside",deborAh,Taylor,NAN,rh13 9Zu,Female,1992,-9,23-06-1955,c4029661460028087230
1073,"Studio 72
Victor ridge, East Rogertown",Mr Shaun,Lloyd,Civil partnership,CV4P 2DD, ,1963,59,23-08-1963,c2178689396320035009
1074,"4 Sullivan center, Billymouth",Mrs Stewart  ,-7,Divorced,NP37 7XL  ,Male,2001,21,24-01-2001,c7482470593148796823
1075,"4 Elliott Cparkway, Denisbury",Mr Marcus,Roberts,SIingle,s0j 0bN,-9,2007,15,02-03-2007,c9735535193780561832
1076,"Flat 8
Jake forest, New Kieran",TerenceS,Edwards.,Divorced,BH15 7JQ,Male,1987,-9,-7,c9415847248175780366
1077,"Studio 4
Diane underpass, Eleanorton",Mrs Nicholas,Matthews,Married,BA8 6NQ,M,1946,76,20-01-1946,c1861951482747008715
1078,"Flat 15
Steven pike, Lake Peterhaven",Mr Keith,West,Civil partnership,LU1 0YF,-7,1997,25,01-05-2001,c7183865487166923241
1079,"  38 Clark land, North Declan",mr dominic,  Taylor,Single,  WS5 0RL, ,1949,73,29-09-1949,c5689978502343318549
1080,"02 Scott parkway, Chloetown",  Julia,  Pearson,Married,  ox0 5xD,NAN,1995,27,31-08-1895,c1168147056364405800
1081,"Studio 16y
Simpson drive, Thorntonborough",Mr Frank,Walters,Single,wf7m 3sz,F,2005,-9,03-04-2005,c3848786723059741545
1082,"803 claRke lanDing, north geoRgiastad",Kieran,Marshall,Divorced,WA5M 2PS,M,1945,77,28-09-1945,c9772988461161756142
1083," 2, dyLan oVal, stanleyborOugh", Mrs Pamela, Clark, ,E25 2ZE, ,1948,74,01-04-1948,c4151924547806385300
1084,"9 Carr meadows, West Leonard",Howard,Bates,Single,B9 7PX,-7,1961,61,31-01-1961,c8066543776744497977
1085,"Studio 72
Ian valleys, Lewismouth",jay,Johnson,Civil partnership,M41 8JD,2,1945,77,15-01-1945,c2770935706810335310
1086,"Studio 33K
Winter junctions, Lake Lewis",phillIp,Barnes,Divorced,b7w 4br,Female,1940,82,19-08-1940,c2429117030798687164
1087,"Flat 90e
Heath crest, Brownmouth",Allan,Evans,marraied,M7 3GA,Female,1959,63,12-11-1959,c3728200567196292948
1088,"Flat 39P
Arthur parkway, Woodside",-9,Kelly  ,Divorced,HG3 7DTZ  ,1,1986,36,04-02-1946,c8269125585378243941
1089,"Flat 93g
Lynn2e ferry, Rogershire",Mr CatheWrine ,Cox, ,  OX0 5XD, ,1947,75,10-08-1947,c5682611103038200938
1090,"Flat 9
Wyatt manors, JBeverleyborough",Mrs Hugh,Harris,Single,M30 7WF, ,2017,5,22-03-2017,c5978506504041139122
1091,"Flat 05F
Garry knolls, Jamieport",Mrs Dylan,Da4vies,Civil partnership,EN7W 0AX,Female,1988,34,09-05-1988,c7812788402514717099
1092,"61 Zoe manor, MitPchellfort",Julie,Williams,NAN,L56 8AS,M,1962,60,25-05-1962,c5856397152621493907
1093,"0 Bibi gateway, West BethanymouGth",Carl,-7,Single,ML43 6SQ,F,1958,64,04-01-1858,c7105219651202568641
1094,"5 Derek inlet, Yvonneborough",Leslie,Wright,Single,S9 3BS,NAN,2016,6,27-08-2016,c9083296548948422804
1095,-9,Victoria,Davies,NAN,W9D 0EZ,M,1956,66,04-08-1992,c6700334186849418297
